x,y
-8.000000,-6.872851
-7.990000,-7.374667
-7.980000,-7.956393
-7.970000,-8.638692
-7.960000,-9.450021




















-7.750000,9.634435
-7.740000,8.792369
-7.730000,8.086412
-7.720000,7.486087
-7.710000,6.969385
-7.700000,6.520016
-7.690000,6.125660
-7.680000,5.776833
-7.670000,5.466110
-7.660000,5.187600
-7.650000,4.936565
-7.640000,4.709153
-7.630000,4.502202
-7.620000,4.313087
-7.610000,4.139617
-7.600000,3.979944
-7.590000,3.832500
-7.580000,3.695946
-7.570000,3.569134
-7.560000,3.451069
-7.550000,3.340888
-7.540000,3.237838
-7.530000,3.141260
-7.520000,3.050573
-7.510000,2.965264
-7.500000,2.884876
-7.490000,2.809006
-7.480000,2.737291
-7.470000,2.669406
-7.460000,2.605062
-7.450000,2.543995
-7.440000,2.485968
-7.430000,2.430767
-7.420000,2.378197
-7.410000,2.328080
-7.400000,2.280256
-7.390000,2.234575
-7.380000,2.190904
-7.370000,2.149118
-7.360000,2.109103
-7.350000,2.070754
-7.340000,2.033974
-7.330000,1.998675
-7.320000,1.964773
-7.310000,1.932192
-7.300000,1.900861
-7.290000,1.870713
-7.280000,1.841689
-7.270000,1.813730
-7.260000,1.786783
-7.250000,1.760798
-7.240000,1.735730
-7.230000,1.711534
-7.220000,1.688170
-7.210000,1.665600
-7.200000,1.643787
-7.190000,1.622699
-7.180000,1.602302
-7.170000,1.582569
-7.160000,1.563470
-7.150000,1.544979
-7.140000,1.527072
-7.130000,1.509724
-7.120000,1.492913
-7.110000,1.476619
-7.100000,1.460821
-7.090000,1.445500
-7.080000,1.430639
-7.070000,1.416221
-7.060000,1.402229
-7.050000,1.388649
-7.040000,1.375465
-7.030000,1.362664
-7.020000,1.350234
-7.010000,1.338160
-7.000000,1.326432
-6.990000,1.315038
-6.980000,1.303967
-6.970000,1.293210
-6.960000,1.282756
-6.950000,1.272595
-6.940000,1.262720
-6.930000,1.253121
-6.920000,1.243791
-6.910000,1.234720
-6.900000,1.225903
-6.890000,1.217332
-6.880000,1.209000
-6.870000,1.200900
-6.860000,1.193027
-6.850000,1.185374
-6.840000,1.177936
-6.830000,1.170706
-6.820000,1.163681
-6.810000,1.156855
-6.800000,1.150222
-6.790000,1.143779
-6.780000,1.137520
-6.770000,1.131443
-6.760000,1.125541
-6.750000,1.119813
-6.740000,1.114253
-6.730000,1.108859
-6.720000,1.103626
-6.710000,1.098552
-6.700000,1.093634
-6.690000,1.088867
-6.680000,1.084250
-6.670000,1.079779
-6.660000,1.075452
-6.650000,1.071267
-6.640000,1.067220
-6.630000,1.063309
-6.620000,1.059533
-6.610000,1.055889
-6.600000,1.052374
-6.590000,1.048987
-6.580000,1.045727
-6.570000,1.042590
-6.560000,1.039576
-6.550000,1.036682
-6.540000,1.033908
-6.530000,1.031252
-6.520000,1.028711
-6.510000,1.026286
-6.500000,1.023974
-6.490000,1.021774
-6.480000,1.019686
-6.470000,1.017707
-6.460000,1.015838
-6.450000,1.014077
-6.440000,1.012423
-6.430000,1.010875
-6.420000,1.009433
-6.410000,1.008095
-6.400000,1.006862
-6.390000,1.005732
-6.380000,1.004705
-6.370000,1.003780
-6.360000,1.002958
-6.350000,1.002236
-6.340000,1.001616
-6.330000,1.001097
-6.320000,1.000678
-6.310000,1.000360
-6.300000,1.000141
-6.290000,1.000023
-6.280000,1.000005
-6.270000,1.000087
-6.260000,1.000269
-6.250000,1.000551
-6.240000,1.000933
-6.230000,1.001416
-6.220000,1.002000
-6.210000,1.002684
-6.200000,1.003470
-6.190000,1.004358
-6.180000,1.005347
-6.170000,1.006440
-6.160000,1.007636
-6.150000,1.008935
-6.140000,1.010339
-6.130000,1.011849
-6.120000,1.013464
-6.110000,1.015186
-6.100000,1.017016
-6.090000,1.018955
-6.080000,1.021003
-6.070000,1.023162
-6.060000,1.025433
-6.050000,1.027818
-6.040000,1.030316
-6.030000,1.032930
-6.020000,1.035662
-6.010000,1.038512
-6.000000,1.041482
-5.990000,1.044574
-5.980000,1.047789
-5.970000,1.051130
-5.960000,1.054598
-5.950000,1.058195
-5.940000,1.061923
-5.930000,1.065785
-5.920000,1.069782
-5.910000,1.073917
-5.900000,1.078192
-5.890000,1.082610
-5.880000,1.087174
-5.870000,1.091886
-5.860000,1.096749
-5.850000,1.101767
-5.840000,1.106941
-5.830000,1.112277
-5.820000,1.117776
-5.810000,1.123443
-5.800000,1.129281
-5.790000,1.135294
-5.780000,1.141486
-5.770000,1.147862
-5.760000,1.154425
-5.750000,1.161181
-5.740000,1.168133
-5.730000,1.175288
-5.720000,1.182650
-5.710000,1.190224
-5.700000,1.198017
-5.690000,1.206034
-5.680000,1.214281
-5.670000,1.222764
-5.660000,1.231491
-5.650000,1.240469
-5.640000,1.249704
-5.630000,1.259205
-5.620000,1.268979
-5.610000,1.279035
-5.600000,1.289381
-5.590000,1.300027
-5.580000,1.310983
-5.570000,1.322259
-5.560000,1.333864
-5.550000,1.345811
-5.540000,1.358111
-5.530000,1.370776
-5.520000,1.383819
-5.510000,1.397254
-5.500000,1.411095
-5.490000,1.425356
-5.480000,1.440055
-5.470000,1.455206
-5.460000,1.470829
-5.450000,1.486941
-5.440000,1.503562
-5.430000,1.520712
-5.420000,1.538414
-5.410000,1.556690
-5.400000,1.575565
-5.390000,1.595065
-5.380000,1.615218
-5.370000,1.636051
-5.360000,1.657597
-5.350000,1.679889
-5.340000,1.702960
-5.330000,1.726850
-5.320000,1.751597
-5.310000,1.777243
-5.300000,1.803835
-5.290000,1.831421
-5.280000,1.860053
-5.270000,1.889785
-5.260000,1.920680
-5.250000,1.952799
-5.240000,1.986213
-5.230000,2.020996
-5.220000,2.057228
-5.210000,2.094997
-5.200000,2.134396
-5.190000,2.175527
-5.180000,2.218500
-5.170000,2.263436
-5.160000,2.310466
-5.150000,2.359733
-5.140000,2.411393
-5.130000,2.465617
-5.120000,2.522595
-5.110000,2.582532
-5.100000,2.645658
-5.090000,2.712226
-5.080000,2.782515
-5.070000,2.856838
-5.060000,2.935541
-5.050000,3.019015
-5.040000,3.107694
-5.030000,3.202070
-5.020000,3.302699
-5.010000,3.410210
-5.000000,3.525320
-4.990000,3.648850
-4.980000,3.781744
-4.970000,3.925092
-4.960000,4.080158
-4.950000,4.248423
-4.940000,4.431626
-4.930000,4.631825
-4.920000,4.851477
-4.910000,5.093532
-4.900000,5.361575
-4.890000,5.659992
-4.880000,5.994222
-4.870000,6.371079
-4.860000,6.799227
-4.850000,7.289846
-4.840000,7.857623
-4.830000,8.522238
-4.820000,9.310688




















-4.610000,-9.783762
-4.600000,-8.916429
-4.590000,-8.191104
-4.580000,-7.575609
-4.570000,-7.046803
-4.560000,-6.587621
-4.550000,-6.185202
-4.540000,-5.829666
-4.530000,-5.513304
-4.520000,-5.230007
-4.510000,-4.974874
-4.500000,-4.743928
-4.490000,-4.533906
-4.480000,-4.342107
-4.470000,-4.166277
-4.460000,-4.004518
-4.450000,-3.855221
-4.440000,-3.717015
-4.430000,-3.588721
-4.420000,-3.469324
-4.410000,-3.357940
-4.400000,-3.253801
-4.390000,-3.156233
-4.380000,-3.064644
-4.370000,-2.978510
-4.360000,-2.897367
-4.350000,-2.820802
-4.340000,-2.748448
-4.330000,-2.679974
-4.320000,-2.615084
-4.310000,-2.553511
-4.300000,-2.495015
-4.290000,-2.439378
-4.280000,-2.386401
-4.270000,-2.335905
-4.260000,-2.287725
-4.250000,-2.241713
-4.240000,-2.197730
-4.230000,-2.155652
-4.220000,-2.115362
-4.210000,-2.076754
-4.200000,-2.039731
-4.190000,-2.004201
-4.180000,-1.970082
-4.170000,-1.937295
-4.160000,-1.905770
-4.150000,-1.875438
-4.140000,-1.846239
-4.130000,-1.818114
-4.120000,-1.791009
-4.110000,-1.764874
-4.100000,-1.739663
-4.090000,-1.715331
-4.080000,-1.691837
-4.070000,-1.669143
-4.060000,-1.647212
-4.050000,-1.626010
-4.040000,-1.605506
-4.030000,-1.585669
-4.020000,-1.566470
-4.010000,-1.547885
-4.000000,-1.529886
-3.990000,-1.512450
-3.980000,-1.495555
-3.970000,-1.479180
-3.960000,-1.463304
-3.950000,-1.447909
-3.940000,-1.432976
-3.930000,-1.418489
-3.920000,-1.404430
-3.910000,-1.390785
-3.900000,-1.377539
-3.890000,-1.364678
-3.880000,-1.352189
-3.870000,-1.340060
-3.860000,-1.328277
-3.850000,-1.316831
-3.840000,-1.305709
-3.830000,-1.294903
-3.820000,-1.284401
-3.810000,-1.274194
-3.800000,-1.264274
-3.790000,-1.254632
-3.780000,-1.245259
-3.770000,-1.236148
-3.760000,-1.227291
-3.750000,-1.218681
-3.740000,-1.210311
-3.730000,-1.202175
-3.720000,-1.194266
-3.710000,-1.186578
-3.700000,-1.179106
-3.690000,-1.171844
-3.680000,-1.164787
-3.670000,-1.157929
-3.660000,-1.151265
-3.650000,-1.144792
-3.640000,-1.138505
-3.630000,-1.132399
-3.620000,-1.126470
-3.610000,-1.120714
-3.600000,-1.115128
-3.590000,-1.109707
-3.580000,-1.104449
-3.570000,-1.099350
-3.560000,-1.094407
-3.550000,-1.089616
-3.540000,-1.084975
-3.530000,-1.080481
-3.520000,-1.076132
-3.510000,-1.071924
-3.500000,-1.067855
-3.490000,-1.063923
-3.480000,-1.060125
-3.470000,-1.056460
-3.460000,-1.052925
-3.450000,-1.049518
-3.440000,-1.046238
-3.430000,-1.043081
-3.420000,-1.040048
-3.410000,-1.037135
-3.400000,-1.034342
-3.390000,-1.031667
-3.380000,-1.029108
-3.370000,-1.026664
-3.360000,-1.024334
-3.350000,-1.022117
-3.340000,-1.020011
-3.330000,-1.018015
-3.320000,-1.016128
-3.310000,-1.014350
-3.300000,-1.012679
-3.290000,-1.011114
-3.280000,-1.009655
-3.270000,-1.008301
-3.260000,-1.007051
-3.250000,-1.005905
-3.240000,-1.004862
-3.230000,-1.003921
-3.220000,-1.003082
-3.210000,-1.002344
-3.200000,-1.001708
-3.190000,-1.001173
-3.180000,-1.000738
-3.170000,-1.000404
-3.160000,-1.000169
-3.150000,-1.000035
-3.140000,-1.000001
-3.130000,-1.000067
-3.120000,-1.000233
-3.110000,-1.000499
-3.100000,-1.000866
-3.090000,-1.001332
-3.080000,-1.001900
-3.070000,-1.002568
-3.060000,-1.003338
-3.050000,-1.004209
-3.040000,-1.005183
-3.030000,-1.006259
-3.020000,-1.007438
-3.010000,-1.008721
-3.000000,-1.010109
-2.990000,-1.011601
-2.980000,-1.013200
-2.970000,-1.014905
-2.960000,-1.016718
-2.950000,-1.018639
-2.940000,-1.020670
-2.930000,-1.022811
-2.920000,-1.025064
-2.910000,-1.027430
-2.900000,-1.029911
-2.890000,-1.032506
-2.880000,-1.035219
-2.870000,-1.038050
-2.860000,-1.041001
-2.850000,-1.044073
-2.840000,-1.047269
-2.830000,-1.050590
-2.820000,-1.054037
-2.810000,-1.057613
-2.800000,-1.061321
-2.790000,-1.065161
-2.780000,-1.069136
-2.770000,-1.073249
-2.760000,-1.077502
-2.750000,-1.081897
-2.740000,-1.086437
-2.730000,-1.091126
-2.720000,-1.095964
-2.710000,-1.100957
-2.700000,-1.106106
-2.690000,-1.111416
-2.680000,-1.116889
-2.670000,-1.122529
-2.660000,-1.128339
-2.650000,-1.134324
-2.640000,-1.140488
-2.630000,-1.146834
-2.620000,-1.153367
-2.610000,-1.160092
-2.600000,-1.167013
-2.590000,-1.174135
-2.580000,-1.181463
-2.570000,-1.189003
-2.560000,-1.196761
-2.550000,-1.204742
-2.540000,-1.212952
-2.530000,-1.221397
-2.520000,-1.230085
-2.510000,-1.239022
-2.500000,-1.248216
-2.490000,-1.257674
-2.480000,-1.267403
-2.470000,-1.277414
-2.460000,-1.287714
-2.450000,-1.298311
-2.440000,-1.309217
-2.430000,-1.320441
-2.420000,-1.331993
-2.410000,-1.343885
-2.400000,-1.356128
-2.390000,-1.368734
-2.380000,-1.381716
-2.370000,-1.395087
-2.360000,-1.408862
-2.350000,-1.423056
-2.340000,-1.437684
-2.330000,-1.452762
-2.320000,-1.468308
-2.310000,-1.484341
-2.300000,-1.500880
-2.290000,-1.517944
-2.280000,-1.535557
-2.270000,-1.553740
-2.260000,-1.572518
-2.250000,-1.591917
-2.240000,-1.611963
-2.230000,-1.632686
-2.220000,-1.654117
-2.210000,-1.676287
-2.200000,-1.699232
-2.190000,-1.722989
-2.180000,-1.747596
-2.170000,-1.773097
-2.160000,-1.799535
-2.150000,-1.826959
-2.140000,-1.855420
-2.130000,-1.884974
-2.120000,-1.915679
-2.110000,-1.947599
-2.100000,-1.980802
-2.090000,-2.015361
-2.080000,-2.051357
-2.070000,-2.088875
-2.060000,-2.128008
-2.050000,-2.168855
-2.040000,-2.211528
-2.030000,-2.256143
-2.020000,-2.302830
-2.010000,-2.351730
-2.000000,-2.402998
-1.990000,-2.456802
-1.980000,-2.513328
-1.970000,-2.572779
-1.960000,-2.635381
-1.950000,-2.701382
-1.940000,-2.771059
-1.930000,-2.844717
-1.920000,-2.922698
-1.910000,-3.005383
-1.900000,-3.093202
-1.890000,-3.186636
-1.880000,-3.286229
-1.870000,-3.392598
-1.860000,-3.506446
-1.850000,-3.628575
-1.840000,-3.759909
-1.830000,-3.901512
-1.820000,-4.054619
-1.810000,-4.220673
-1.800000,-4.401368
-1.790000,-4.598707
-1.780000,-4.815077
-1.770000,-5.053343
-1.760000,-5.316976
-1.750000,-5.610222
-1.740000,-5.938332
-1.730000,-6.307875
-1.720000,-6.727180
-1.710000,-7.206972
-1.700000,-7.761294
-1.690000,-8.408904
-1.680000,-9.175427




















-1.470000,9.937816
-1.460000,9.044063
-1.450000,8.298565
-1.440000,7.667318
-1.430000,7.125979
-1.420000,6.656661
-1.410000,6.245928
-1.400000,5.883490
-1.390000,5.561334
-1.380000,5.273126
-1.370000,5.013795
-1.360000,4.779231
-1.350000,4.566071
-1.340000,4.371531
-1.330000,4.193293
-1.320000,4.029407
-1.310000,3.878223
-1.300000,3.738334
-1.290000,3.608534
-1.280000,3.487782
-1.270000,3.375176
-1.260000,3.269930
-1.250000,3.171358
-1.240000,3.078853
-1.230000,2.991883
-1.220000,2.909974
-1.210000,2.832706
-1.200000,2.759704
-1.190000,2.690632
-1.180000,2.625190
-1.170000,2.563106
-1.160000,2.504135
-1.150000,2.448056
-1.140000,2.394668
-1.130000,2.343788
-1.120000,2.295250
-1.110000,2.248902
-1.100000,2.204604
-1.090000,2.162231
-1.080000,2.121663
-1.070000,2.082794
-1.060000,2.045525
-1.050000,2.009763
-1.040000,1.975425
-1.030000,1.942431
-1.020000,1.910709
-1.010000,1.880192
-1.000000,1.850816
-0.990000,1.822523
-0.980000,1.795260
-0.970000,1.768974
-0.960000,1.743618
-0.950000,1.719149
-0.940000,1.695524
-0.930000,1.672705
-0.920000,1.650655
-0.910000,1.629339
-0.900000,1.608726
-0.890000,1.588784
-0.880000,1.569486
-0.870000,1.550805
-0.860000,1.532714
-0.850000,1.515190
-0.840000,1.498211
-0.830000,1.481754
-0.820000,1.465800
-0.810000,1.450330
-0.800000,1.435324
-0.790000,1.420767
-0.780000,1.406641
-0.770000,1.392931
-0.760000,1.379622
-0.750000,1.366701
-0.740000,1.354154
-0.730000,1.341968
-0.720000,1.330131
-0.710000,1.318632
-0.700000,1.307459
-0.690000,1.296603
-0.680000,1.286053
-0.670000,1.275800
-0.660000,1.265835
-0.650000,1.256149
-0.640000,1.246734
-0.630000,1.237582
-0.620000,1.228685
-0.610000,1.220036
-0.600000,1.211628
-0.590000,1.203455
-0.580000,1.195511
-0.570000,1.187788
-0.560000,1.180282
-0.550000,1.172987
-0.540000,1.165897
-0.530000,1.159008
-0.520000,1.152314
-0.510000,1.145811
-0.500000,1.139494
-0.490000,1.133359
-0.480000,1.127402
-0.470000,1.121619
-0.460000,1.116006
-0.450000,1.110559
-0.440000,1.105276
-0.430000,1.100152
-0.420000,1.095184
-0.410000,1.090369
-0.400000,1.085704
-0.390000,1.081187
-0.380000,1.076815
-0.370000,1.072585
-0.360000,1.068494
-0.350000,1.064540
-0.340000,1.060721
-0.330000,1.057035
-0.320000,1.053479
-0.310000,1.050052
-0.300000,1.046752
-0.290000,1.043576
-0.280000,1.040523
-0.270000,1.037591
-0.260000,1.034779
-0.250000,1.032085
-0.240000,1.029508
-0.230000,1.027046
-0.220000,1.024698
-0.210000,1.022463
-0.200000,1.020339
-0.190000,1.018326
-0.180000,1.016422
-0.170000,1.014626
-0.160000,1.012938
-0.150000,1.011356
-0.140000,1.009881
-0.130000,1.008510
-0.120000,1.007244
-0.110000,1.006081
-0.100000,1.005021
-0.090000,1.004064
-0.080000,1.003209
-0.070000,1.002455
-0.060000,1.001803
-0.050000,1.001251
-0.040000,1.000801
-0.030000,1.000450
-0.020000,1.000200
-0.010000,1.000050
0.000000,1.000000
0.010000,1.000050
0.020000,1.000200
0.030000,1.000450
0.040000,1.000801
0.050000,1.001251
0.060000,1.001803
0.070000,1.002455
0.080000,1.003209
0.090000,1.004064
0.100000,1.005021
0.110000,1.006081
0.120000,1.007244
0.130000,1.008510
0.140000,1.009881
0.150000,1.011356
0.160000,1.012938
0.170000,1.014626
0.180000,1.016422
0.190000,1.018326
0.200000,1.020339
0.210000,1.022463
0.220000,1.024698
0.230000,1.027046
0.240000,1.029508
0.250000,1.032085
0.260000,1.034779
0.270000,1.037591
0.280000,1.040523
0.290000,1.043576
0.300000,1.046752
0.310000,1.050052
0.320000,1.053479
0.330000,1.057035
0.340000,1.060721
0.350000,1.064540
0.360000,1.068494
0.370000,1.072585
0.380000,1.076815
0.390000,1.081187
0.400000,1.085704
0.410000,1.090369
0.420000,1.095184
0.430000,1.100152
0.440000,1.105276
0.450000,1.110559
0.460000,1.116006
0.470000,1.121619
0.480000,1.127402
0.490000,1.133359
0.500000,1.139494
0.510000,1.145811
0.520000,1.152314
0.530000,1.159008
0.540000,1.165897
0.550000,1.172987
0.560000,1.180282
0.570000,1.187788
0.580000,1.195511
0.590000,1.203455
0.600000,1.211628
0.610000,1.220036
0.620000,1.228685
0.630000,1.237582
0.640000,1.246734
0.650000,1.256149
0.660000,1.265835
0.670000,1.275800
0.680000,1.286053
0.690000,1.296603
0.700000,1.307459
0.710000,1.318632
0.720000,1.330131
0.730000,1.341968
0.740000,1.354154
0.750000,1.366701
0.760000,1.379622
0.770000,1.392931
0.780000,1.406641
0.790000,1.420767
0.800000,1.435324
0.810000,1.450330
0.820000,1.465800
0.830000,1.481754
0.840000,1.498211
0.850000,1.515190
0.860000,1.532714
0.870000,1.550805
0.880000,1.569486
0.890000,1.588784
0.900000,1.608726
0.910000,1.629339
0.920000,1.650655
0.930000,1.672705
0.940000,1.695524
0.950000,1.719149
0.960000,1.743618
0.970000,1.768974
0.980000,1.795260
0.990000,1.822523
1.000000,1.850816
1.010000,1.880192
1.020000,1.910709
1.030000,1.942431
1.040000,1.975425
1.050000,2.009763
1.060000,2.045525
1.070000,2.082794
1.080000,2.121663
1.090000,2.162231
1.100000,2.204604
1.110000,2.248902
1.120000,2.295250
1.130000,2.343788
1.140000,2.394668
1.150000,2.448056
1.160000,2.504135
1.170000,2.563106
1.180000,2.625190
1.190000,2.690632
1.200000,2.759704
1.210000,2.832706
1.220000,2.909974
1.230000,2.991883
1.240000,3.078853
1.250000,3.171358
1.260000,3.269930
1.270000,3.375176
1.280000,3.487782
1.290000,3.608534
1.300000,3.738334
1.310000,3.878223
1.320000,4.029407
1.330000,4.193293
1.340000,4.371531
1.350000,4.566071
1.360000,4.779231
1.370000,5.013795
1.380000,5.273126
1.390000,5.561334
1.400000,5.883490
1.410000,6.245928
1.420000,6.656661
1.430000,7.125979
1.440000,7.667318
1.450000,8.298565
1.460000,9.044063
1.470000,9.937816




















1.680000,-9.175427
1.690000,-8.408904
1.700000,-7.761294
1.710000,-7.206972
1.720000,-6.727180
1.730000,-6.307875
1.740000,-5.938332
1.750000,-5.610222
1.760000,-5.316976
1.770000,-5.053343
1.780000,-4.815077
1.790000,-4.598707
1.800000,-4.401368
1.810000,-4.220673
1.820000,-4.054619
1.830000,-3.901512
1.840000,-3.759909
1.850000,-3.628575
1.860000,-3.506446
1.870000,-3.392598
1.880000,-3.286229
1.890000,-3.186636
1.900000,-3.093202
1.910000,-3.005383
1.920000,-2.922698
1.930000,-2.844717
1.940000,-2.771059
1.950000,-2.701382
1.960000,-2.635381
1.970000,-2.572779
1.980000,-2.513328
1.990000,-2.456802
2.000000,-2.402998
2.010000,-2.351730
2.020000,-2.302830
2.030000,-2.256143
2.040000,-2.211528
2.050000,-2.168855
2.060000,-2.128008
2.070000,-2.088875
2.080000,-2.051357
2.090000,-2.015361
2.100000,-1.980802
2.110000,-1.947599
2.120000,-1.915679
2.130000,-1.884974
2.140000,-1.855420
2.150000,-1.826959
2.160000,-1.799535
2.170000,-1.773097
2.180000,-1.747596
2.190000,-1.722989
2.200000,-1.699232
2.210000,-1.676287
2.220000,-1.654117
2.230000,-1.632686
2.240000,-1.611963
2.250000,-1.591917
2.260000,-1.572518
2.270000,-1.553740
2.280000,-1.535557
2.290000,-1.517944
2.300000,-1.500880
2.310000,-1.484341
2.320000,-1.468308
2.330000,-1.452762
2.340000,-1.437684
2.350000,-1.423056
2.360000,-1.408862
2.370000,-1.395087
2.380000,-1.381716
2.390000,-1.368734
2.400000,-1.356128
2.410000,-1.343885
2.420000,-1.331993
2.430000,-1.320441
2.440000,-1.309217
2.450000,-1.298311
2.460000,-1.287714
2.470000,-1.277414
2.480000,-1.267403
2.490000,-1.257674
2.500000,-1.248216
2.510000,-1.239022
2.520000,-1.230085
2.530000,-1.221397
2.540000,-1.212952
2.550000,-1.204742
2.560000,-1.196761
2.570000,-1.189003
2.580000,-1.181463
2.590000,-1.174135
2.600000,-1.167013
2.610000,-1.160092
2.620000,-1.153367
2.630000,-1.146834
2.640000,-1.140488
2.650000,-1.134324
2.660000,-1.128339
2.670000,-1.122529
2.680000,-1.116889
2.690000,-1.111416
2.700000,-1.106106
2.710000,-1.100957
2.720000,-1.095964
2.730000,-1.091126
2.740000,-1.086437
2.750000,-1.081897
2.760000,-1.077502
2.770000,-1.073249
2.780000,-1.069136
2.790000,-1.065161
2.800000,-1.061321
2.810000,-1.057613
2.820000,-1.054037
2.830000,-1.050590
2.840000,-1.047269
2.850000,-1.044073
2.860000,-1.041001
2.870000,-1.038050
2.880000,-1.035219
2.890000,-1.032506
2.900000,-1.029911
2.910000,-1.027430
2.920000,-1.025064
2.930000,-1.022811
2.940000,-1.020670
2.950000,-1.018639
2.960000,-1.016718
2.970000,-1.014905
2.980000,-1.013200
2.990000,-1.011601
3.000000,-1.010109
3.010000,-1.008721
3.020000,-1.007438
3.030000,-1.006259
3.040000,-1.005183
3.050000,-1.004209
3.060000,-1.003338
3.070000,-1.002568
3.080000,-1.001900
3.090000,-1.001332
3.100000,-1.000866
3.110000,-1.000499
